,Tên sản phẩm,Giá tiền,Mã sản phẩm,Thương Hiệu,Quốc gia đăng ký thương hiệu,Giới tính,Loại sản phẩm,Đường kính mặt,Chiều dày,Chất liệu vỏ,Chất liệu dây,Chất liệu mặt kính,Độ chịu nước,Nơi sản xuất,Bảo hành,Kiểu máy,Dành cho,Mã sản phâm
500,PONIGER,"8,660,000 VNĐ",P719-4,PONIGER,HongKong,Nam,Đồng hồ Automatic,42 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
501,PONIGER,"8,250,000 VNĐ",P305-4,PONIGER,HongKong,Nam,Đồng hồ Automatic,"41,5 mm",10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
502,PONIGER,"8,250,000 VNĐ",P305-3,PONIGER,HongKong,Nam,Đồng hồ Automatic,"41,5 mm",10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
503,LOBINNI,"4,580,000 VNĐ",L9003-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,"41,5 mm","11,6 mm",Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
504,LOBINNI,"5,250,000 VNĐ",L5010-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,12 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
505,Teintop,"3,000,000 VNĐ",T7009-10,Teintop,Mỹ (USA),,Đồng hồ Automatic,40 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
506,HAZEAL,"4,150,000 VNĐ",H2020-1,HAZEAL,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
507,HAZEAL,"4,150,000 VNĐ",H2020-2,HAZEAL,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
508,KASSAW,"4,850,000 VNĐ",K890-1,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),"41,5 mm","11,6 mm",Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
509,KASSAW,"4,350,000 VNĐ",K661-1,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
510,LOBINNI,"4,580,000 VNĐ",L9003-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,"41,5 mm","11,6 mm",Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
511,PONIGER,"8,660,000 VNĐ",P719-3,PONIGER,HongKong,Nam,Đồng hồ Automatic,42 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
512,Teintop,"2,950,000 VNĐ",T8660-1,Teintop,Mỹ (USA),,Đồng hồ Automatic,39 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
513,biệt,"3,850,000 VNĐ",Ref.1023-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,40 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
514,HAZEAL,"4,150,000 VNĐ",H2020-3,HAZEAL,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
515,KASSAW,"3,550,000 VNĐ",K856-1,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
516,KASSAW,"6,150,000 VNĐ",K8885-6,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
517,KASSAW,"6,150,000 VNĐ",K8885-5,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
518,KASSAW,"6,150,000 VNĐ",K8885-4,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
519,KASSAW,"6,350,000 VNĐ",K8885-1,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
520,KASSAW,"6,350,000 VNĐ",K8885-2,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
521,KASSAW,"6,350,000 VNĐ",K8885-3,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
522,Teintop,"2,600,000 VNĐ",T8646-6,Teintop,Mỹ (USA),,Đồng hồ Automatic,39 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
523,LOBINNI,"5,950,000 VNĐ",L5014-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,9 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
524,PONIGER,"9,850,000 VNĐ",P723-5,PONIGER,HongKong,Nam,Đồng hồ Automatic,41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
525,HAZEAL,"4,150,000 VNĐ",H2020-4,HAZEAL,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
526,Lửa,"3,950,000 VNĐ",K867-3,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
527,PONIGER,"6,490,000 VNĐ",P519-4,PONIGER,HongKong,Nam,Đồng hồ Automatic,42 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
528,Teintop,"2,850,000 VNĐ",T7001-1,Teintop,Mỹ (USA),,Đồng hồ Automatic,39 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
529,HAZEAL,"4,380,000 VNĐ",H6005-1,HAZEAL,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
530,KASSAW,"5,750,000 VNĐ",K865-3,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,8 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
531,PONIGER,"8,250,000 VNĐ",P305-2,PONIGER,HongKong,Nam,Đồng hồ Automatic,"41,5 mm",10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
532,Teintop,"3,150,000 VNĐ",T8660-5,Teintop,Mỹ (USA),,Đồng hồ Automatic,39 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
533,LOBINNI,"2,880,000 VNĐ",L3604-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ điện tử,40 mm,9 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
534,LOBINNI,"2,880,000 VNĐ",L3604-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ điện tử,40 mm,9 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
535,HAZEAL,"4,380,000 VNĐ",H6005-2,HAZEAL,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
536,KASSAW,"4,800,000 VNĐ",K8601101-1,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,12 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
537,PONIGER,"15,500,000 VNĐ",P913-2,PONIGER,HongKong,Nam,Đồng hồ Automatic,43 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
538,Teintop,"2,850,000 VNĐ",T7001-3,Teintop,Mỹ (USA),,Đồng hồ Automatic,39 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
539,LOBINNI,"4,350,000 VNĐ",L12025-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
540,HAZEAL,"4,690,000 VNĐ",H1319-1,HAZEAL,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
541,KASSAW,"1,860,000 VNĐ",K612-1,KASSAW,Thụy Sỹ,Nam,Đồng hồ điện tử (Pin),39 mm,9 mm,Thép không gỉ 316L,Thép khộng gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
542,KASSAW,"1,860,000 VNĐ",K612-2,KASSAW,Thụy Sỹ,Nam,Đồng hồ điện tử (Pin),39 mm,9 mm,Thép không gỉ 316L,Thép khộng gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
543,KASSAW,"1,860,000 VNĐ",K612-3,KASSAW,Thụy Sỹ,Nam,Đồng hồ điện tử (Pin),39 mm,9 mm,Thép không gỉ 316L,Thép khộng gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
544,PONIGER,"8,550,000 VNĐ",P305-5,PONIGER,HongKong,Nam,Đồng hồ Automatic,"41,5 mm",10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
545,Teintop,"3,150,000 VNĐ",T8660-6,Teintop,Mỹ (USA),,Đồng hồ Automatic,39 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
546,LOBINNI,"5,280,000 VNĐ",L9010-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
547,LOBINNI,"2,880,000 VNĐ",L3604-5,LOBINNI,Thụy Sỹ,Nam,Đồng hồ điện tử,40 mm,9 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
548,HAZEAL,"4,690,000 VNĐ",H1319-2,HAZEAL,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
549,KASSAW,"7,850,000 VNĐ",K998-3,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
550,PONIGER,"8,550,000 VNĐ",P305-7,PONIGER,HongKong,Nam,Đồng hồ Automatic,"41,5 mm",10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
551,Teintop,"3,150,000 VNĐ",T8660-7,Teintop,Mỹ (USA),,Đồng hồ Automatic,39 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
552,LOBINNI,"4,550,000 VNĐ",L5020-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
553,LOBINNI,"2,680,000 VNĐ",L3603-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ điện tử,40 mm,9 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,12 tháng,,,
554,HAZEAL,"4,690,000 VNĐ",H1319-3,HAZEAL,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
555,vàng,"9,860,000 VNĐ",K111-1,KASSAW,Thụy Sỹ,Nam,Đồng hồ điện tử (Pin) - Máy Ronda Thụy Sỹ,40 mm,7 mm,Thép không gỉ 316L - Mạ vàng 24k,Thép khộng gỉ 316L - Mạ vàng 24k,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
556,mặt,"3,690,000 VNĐ",K988-1,KASSAW,Thụy Sỹ,Nam,Đồng hồ năng lượng mặt trời (Eco Drive),42 mm,13 mm,Thép không gỉ 316L,Thép khộng gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
557,mặt,"3,690,000 VNĐ",K988-2,KASSAW,Thụy Sỹ,Nam,Đồng hồ năng lượng mặt trời (Eco Drive),42 mm,13 mm,Thép không gỉ 316L,Thép khộng gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
558,PONIGER,"6,490,000 VNĐ",P519-2,PONIGER,HongKong,Nam,Đồng hồ Automatic,42 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
559,Teintop,"3,290,000 VNĐ",T7007-1,Teintop,Mỹ (USA),,Đồng hồ Automatic,39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
560,LOBINNI,"4,550,000 VNĐ",L12032-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
561,LOBINNI,"4,360,000 VNĐ",L1018,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,"40,5 mm",11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
562,HAZEAL,"4,690,000 VNĐ",H1319-4,HAZEAL,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),41 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
563,KASSAW,"3,950,000 VNĐ",K867-2,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
564,PONIGER,"9,850,000 VNĐ",P723-3,PONIGER,HongKong,Nam,Đồng hồ Automatic,41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
565,Teintop,"3,150,000 VNĐ",T8660-8,Teintop,Mỹ (USA),,Đồng hồ Automatic,39 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
566,LOBINNI,"5,355,000 VNĐ",L16003-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
567,HAZEAL,"4,990,000 VNĐ",H1313-1,HAZEAL,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
568,KASSAW,"3,950,000 VNĐ",K867-4,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
569,LOBINNI,"9,950,000 VNĐ",L1888-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,8.5mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
570,LOBINNI,"9,950,000 VNĐ",L1888-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,8.5mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
571,LOBINNI,"9,950,000 VNĐ",L1888-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,8.5mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
572,PONIGER,"3,850,000 VNĐ",P203-2,PONIGER,HongKong,Nam,Đồng hồ điện tử (Pin),39.5 mm,7.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
573,PONIGER,"3,850,000 VNĐ",P203-1,PONIGER,HongKong,Nam,Đồng hồ điện tử (Pin),39.5 mm,7.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
574,PONIGER,"3,850,000 VNĐ",P203-3,PONIGER,HongKong,Nam,Đồng hồ điện tử (Pin),39.5 mm,7.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
575,PONIGER,"6,650,000 VNĐ",P529-2,PONIGER,HongKong,Nam,Đồng hồ Automatic,45 mm,10.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
576,PONIGER,"6,650,000 VNĐ",P529-1,PONIGER,HongKong,Nam,Đồng hồ Automatic,45 mm,10.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
577,LOBINNI,"3,380,000 VNĐ",L13028-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,10.5mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
578,LOBINNI,"3,380,000 VNĐ",L13028-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,10.5mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
579,LOBINNI,"3,380,000 VNĐ",L13028-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,10.5mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
580,LOBINNI,"3,380,000 VNĐ",L13028-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,10.5mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
581,LOBINNI,"5,555,000 VNĐ",L16003-5,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
582,PONIGER,"6,950,000 VNĐ",P683-3,PONIGER,HongKong,Nam,Đồng hồ Automatic,"41,5 mm","11,6 mm",Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
583,Teintop,"2,880,000 VNĐ",T8629-1,Teintop,Mỹ (USA),,Đồng hồ Automatic,40 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
584,LOBINNI,"5,355,000 VNĐ",L16003-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
585,LOBINNI,"5,950,000 VNĐ",L5014-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,9 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
586,HAZEAL,"4,990,000 VNĐ",H1313-2,HAZEAL,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
587,KASSAW,"4,950,000 VNĐ",K862-4,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),43 mm,8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
588,LOBINNI,"5,555,000 VNĐ",L16003-6,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
589,PONIGER,"7,250,000 VNĐ",P683-4,PONIGER,HongKong,Nam,Đồng hồ Automatic,"41,5 mm","11,6 mm",Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
590,Teintop,"3,290,000 VNĐ",T7007-2,Teintop,Mỹ (USA),,Đồng hồ Automatic,39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
591,LOBINNI,"4,850,000 VNĐ",L9021-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,40 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
592,HAZEAL,"4,990,000 VNĐ",H1313-3,HAZEAL,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
593,KASSAW,"4,850,000 VNĐ",K818-1,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,12 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
594,LOBINNI,"4,950,000 VNĐ",L9020-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,40 mm,11.3 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
595,PONIGER,"7,250,000 VNĐ",P683-5,PONIGER,HongKong,Nam,Đồng hồ Automatic,"41,5 mm","11,6 mm",Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
596,Teintop,"2,880,000 VNĐ",T8629-2,Teintop,Mỹ (USA),,Đồng hồ Automatic,40 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
597,LOBINNI,"5,530,000 VNĐ",L5018-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,"41,5 mm","10,8 mm",Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
598,LOBINNI,"5,950,000 VNĐ",L18015-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,13 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
599,HAZEAL,"4,990,000 VNĐ",H1313-5,HAZEAL,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11.8 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
600,KASSAW,"4,250,000 VNĐ",K869-1,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
601,Teintop,"2,880,000 VNĐ",T8629-8,Teintop,Mỹ (USA),,Đồng hồ Automatic,40 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
602,Teintop,"2,780,000 VNĐ",T8629-10,Teintop,Mỹ (USA),,Đồng hồ Automatic,40 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
603,Teintop,"2,780,000 VNĐ",T8629-11,Teintop,Mỹ (USA),,Đồng hồ Automatic,40 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,12 tháng,,Nam,
604,LORBERN,"2,860,000 VNĐ",IBV6015-1,Lorbern,Mỹ (USA),,Đồng hồ cơ (Automatic),42 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,12 tháng,Nhật Bản (Japan Movt),Nam,
605,LORBERN,"2,860,000 VNĐ",IBV6015-2,Lorbern,Mỹ (USA),,Đồng hồ cơ (Automatic),42 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,12 tháng,Nhật Bản (Japan Movt),Nam,
606,LORBERN,"2,860,000 VNĐ",IBV6015-3,Lorbern,Mỹ (USA),,Đồng hồ cơ (Automatic),42 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,12 tháng,Nhật Bản (Japan Movt),Nam,
607,LORBERN,"2,860,000 VNĐ",IBV6015-4,Lorbern,Mỹ (USA),,Đồng hồ cơ (Automatic),42 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,12 tháng,Nhật Bản (Japan Movt),Nam,
