,Giá tiền,Mã sản phẩm,Nhãn hiệu,Nguồn gốc,Kiểu máy,Kích cỡ,Chất liệu vỏ,Chất liệu dây,Chất liệu kính,Độ chịu nước,Chức năng khác,Bảo hiểm,Bảo hành quốc tế,Giới tính
657,28.260.000,OG358.65AGR-GL,Ogival,Thụy Sỹ,Automatic,40mm,Thép không gỉ/Mạ vàng PVD,Dây da,Kính Sapphire,50M,Skeleton,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
658,2.920.000,F20358/1,,Tây Ban Nha,Quartz,41 mm,Thép không gỉ 316L,Dây da,Kính Cứng,100M,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
659,2.100.000,FL.1.10048.2,Freelook,Pháp,Quartz (Pin),34mm,Thép không gỉ/Mạ vàng PVD,Thép không gỉ/Mạ vàng PVD,Kính Cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
660,4.730.000,EZ7003-51X,,Nhật Bản,Quartz,26 mm,Thép - PVD vàng hồng,Thép - PVD vàng hồng,Kính cứng,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
661,5.220.000,FE1081-08E,Citizen,Nhật Bản,Eco-Drive (Năng Lượng Ánh Sáng),30mm,Thép không gỉ,Dây da,Mineral Crystal (Kính Cứng),30m,Lịch Ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
662,25.780.000,FC-203MPW2L6B,Frederique Constant,Thụy Sỹ,Quartz (Máy pin),34 x 20mm,Thép không gỉ 316L,Thép không gỉ,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
663,4.250.000,SL5009.4602BL,SRWatch,Nhật Bản,Quartz (Máy pin),28 mm x 35 mm,Thép không gỉ,Dây da,Kính Sapphire,50m,"Đính đá, kim trôi",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
664,9.685.000,EM0335-51D,Citizen,Nhật Bản,Eco-Drive,30mm,Thép không gỉ / Mạ PVD,Thép không gỉ / Mạ PVD,Kính Sapphire,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nữ
665,7.660.000,SRPD85K1,Seiko,Nhật Bản,Automatic (Máy cơ),42.5 mm,Thép không gỉ,Dây vải,Kính cứng,100 m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
666,1.910.000,FL.1.10048.3,Freelook,Pháp,Quartz (Pin),34mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
667,4.060.000,OPA580501-03MK-T,Olympia Star,Thụy Sỹ,Swiss quartz (chạy pin),39 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,30 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
668,8.585.000,FE6102-53A,Citizen,Nhật Bản,Eco-Drive,37 mm,Thép không gỉ 316L/Mạ vàng PVD,Thép không gỉ/Mạ vàng PVD,Kính cứng,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
669,3.550.000,OPA58062-07MS-T,Olympia Star,Thụy Sỹ,Swiss quartz (chạy pin),36mm,Thép không gỉ,Thép không gỉ,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
670,20.540.000,C001.007.22.113.00,Certina,Thụy Sỹ,Automatic (Máy tự động),29 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,100 m,"Lịch ngày, mặt số khảm xà cừ",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
671,2.070.000,OP130-07LS-GL-T,Olym Pianus,Nhật Bản,Japan movement (Chạy pin),28mm,Thép không gỉ,Dây da,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
672,12.100.000,PC1009-51D,Citizen,Nhật Bản,Automatic,34mm,Thép không gỉ / Mạ PVD,Thép không gỉ / Mạ PVD,Kính Sapphire,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nữ
673,8.060.000,SSC717P1,Seiko,Nhật Bản,Solar (Năng lượng ánh sáng),43.2 mm,Thép không gỉ,Thép không gỉ,Kính cứng,100 m,"Lịch ngày, Chronograph, Dạ quang",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
674,11.030.000,AW1241-54L,Citizen,Nhật Bản,Eco-Drive,43 mm,Titanium,Titanium,Kính Sapphire,100 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
675,8.970.000,PD7153-05A,Citizen,Nhật Bản,Automatic (Máy tự động),29 mm,Thép không gỉ,Dây da,Kính Sapphire,50m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
676,7.470.000,SRPG47K1S,Seiko,Nhật Bản,Automatic,42.5 mm,Thép không gỉ 316L,Thép không gỉ,Kính cứng,100 m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
677,9.700.000,96B159,Bulova,Hoa Kỳ,Quartz,42 mm,Thép không gỉ - Mạ PVD,Dây da,Kính cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,3 năm,Nam
678,3.740.000,OP5738-80MS-X,Olym Pianus,Nhật Bản,Quartz (Pin),40mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L / Mạ PVD,Kính Sapphire,50m,"Lịch ngày, lịch thứ, Moon phase",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
679,3.980.000,OP68322DW-T-HX,Olym Pianus,Nhật Bản,Japan movement (Máy pin),25mm,Thép không gỉ/Mạ PVD,Thép không gỉ/Mạ PVD,Kính Sapphire,30m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
680,7.330.000,FAG02002W0,Orient,Nhật Bản,Automatic,41 mm,Thép không gỉ 316L/Mạ PVD,Dây da,Kính cứng,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
681,2.910.000,F16748/2,,Tây Ban Nha,Quartz,"30,6 mm",Thép không gỉ 316L,,Kính Cứng,50M,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
682,34.100.000,OG358.88A42GR-GL,Ogival,Thụy Sỹ,Automatic,42mm,Thép không gỉ/Mạ vàng PVD,Dây da,Kính Sapphire,30M,"Skeleton, đính kim cương",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
683,2.460.000,F.8.1059.01,Freelook,Pháp,Quartz (Pin),,Thép không gỉ 316L,Thép không gỉ 316L,Kính Cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
684,3.750.000,OP89020-3GS-D,Olym Pianus,Nhật Bản,Quartz,44 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính Sapphire,30 m,"Lịch ngày, Chronograph",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
685,3.420.000,EQ0599-11A,Citizen,Nhật Bản,Quartz,"27,5mm",Thép không gỉ,Dây da,Kính cứng,30M,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nữ
686,1.800.000,SL1072.1102TE,SRWatch,Nhật Bản,Quartz,30mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,30m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
687,3.740.000,OPA58057MS-T,Olympia Star,Thụy Sĩ,Swiss quartz (Pin),39mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,30 M,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
688,3.690.000,OPA58045DLS-GL-D,Olympia Star,Thụy Sỹ,Swiss quartz (chạy pin),,Thép không gỉ,Dây da,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
689,950.000,SG3001.4102CV,SRWatch,Nhật Bản,Quartz (Pin),40mm,Thép không gỉ,Dây da Genuine leather,Kính Sapphire,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
690,11.385.000,NK0001-17X,Citizen,Nhật Bản,Automatic (Máy cơ),41 mm,Thép không gỉ 316L,Dây da,Kính cứng,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
691,1.980.000,F.7.1040.01,Freelook,Pháp,Quartz (Pin),30mm,Thép không gỉ 316L,Thép không gỉ,Kính Cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
692,6.000.000,MK3513,,Hoa Kỳ,Quartz,33 mm,Thép không gỉ,Thép không gỉ,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
693,5.000.000,SG8871.1302,SRWatch,Nhật Bản,Miyota 8N24 Automatic,42mm,Thép không gỉ 316L/Mạ vàng hồng PVD,Thép không gỉ 316L/Mạ vàng hồng PVD,Kính Sapphire,50m,"Đồng hồ 24h, Open heart",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
694,6.100.000,97B162,Bulova,Hoa Kỳ,Quartz,"47x31,3 mm",Thép không gỉ - mạ PVD,Dây da,Kính cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,3 năm,Nam
695,8.600.000,FAA02004B9,Orient,Nhật Bản,Automatic,41.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính cứng,200 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
696,3.250.000,SUR298P1,Seiko,Nhật Bản,Quartz,41 mm,Thép không gỉ 316L/Mạ PVD,Dây da,Kính Cứng,100 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
697,5.070.000,OP993-8AGS-T,Olym Pianus,Nhật Bản,Automatic,40 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
698,7.250.000,AO9024-08A,Citizen,Nhật Bản,Eco-Drive,"42,5 mm",Thép không gỉ 316L,Dây da,Kính cứng,100 m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
699,6.485.000,AW1375-58E,Citizen,Nhật Bản,Eco-drive,41mm,Thép - PVD Ion đen,Thép - PVD Ion đen,Kính cứng chịu lực,50,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
700,3.450.000,VNU2318.1401,SRWatch,Nhật Bản,Quartz (Pin),39mm,Thép không gỉ 316L / Mạ vàng PVD,Thép không gỉ 316L / Mạ vàng PVD,Kính Sapphire,50m,Bản đồ Việt Nam,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
701,11.420.000,SSA808J1,Seiko,Nhật Bản,Quartz,34.2 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,100 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
702,2.410.000,F.7.1044.03,Freelook,Pháp,Quartz (Pin),33 mm,Thép không gỉ 316L,Thép không gỉ,Kính Cứng,30m,Đính đá,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
703,3.050.000,F.4.1052.02,Freelook,Pháp,Quartz (Pin),34mm,Thép không gỉ 316L,Thép không gỉ,Kính Cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
704,3.470.000,EV0054-54D,Citizen,Nhật Bản,Quartz,35mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính cứng,30 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
705,7.240.000,OP990-45ADGS-GL-D,Olym Pianus,Nhật Bản,Automatic (Máy cơ),42mm,Thép không gỉ 316L/Mạ màu PVD,Dây cao su,Kính Sapphire,50M,"Lịch ngày, lịch thứ, đính đá",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
706,5.060.000,F16860/1,,Tây Ban Nha,Quartz,42.6 mm,Thép không gỉ 316L,,Kính Cứng,100M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
707,8.450.000,MK6152,,Hoa Kỳ,Quartz,38 mm,Thép không gỉ,Thép không gỉ,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
708,16.800.000,98A156,Bulova,Hoa Kỳ,Quartz,43 mm,Thép không gỉ - Mạ PVD,Dây da,Kính Sapphire,30m,,5 năm cả lỗi người dùng tại Xwatch,3 năm,Nam
709,4.660.000,OP990-092AMS-T,Olym Pianus,Nhật Bản,Automatic,40mm,Thép không gỉ,Thép không gỉ,Kính Sapphire,30 M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
710,8.090.000,AP4010-54E,Citizen,Nhật Bản,Eco-Drive,44mm,Thép không gỉ,Thép không gỉ,Kính cứng chịu lực,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
711,2.310.000,FL.1.10049.5,Freelook,Pháp,Quartz (Pin),33mm,Thép không gỉ,Thép không gỉ,Kính cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
712,9.350.000,FEZ09002S0,Orient,Nhật Bản,Automatic,41 mm,Thép không gỉ,Da,Sapphire,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
713,2.250.000,F.8.1021.04,Freelook,Pháp,Quartz (Pin),32mm,Thép không gỉ 316L,Dây da,Kính Cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
714,9.660.000,AR3010-65A,Citizen,Nhật Bản,Eco-Drive,36 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,30 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
715,4.600.000,BJ6501-28A,Citizen,Nhật Bản,Eco-drive,"40,5",Thép,Dây da,Kính cứng chịu lực,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
716,1.730.000,FL.1.10103.2,Freelook,Pháp,Quartz (Pin),34mm,Thép không gỉ 316L,Dây da,Kính Cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
717,1.920.000,F.1.1126.02,Freelook,Pháp,Quartz (Pin),32mm,Thép không gỉ 316L,Dây da,Kính Cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
718,5.940.000,SRZ494P1,Seiko,Nhật Bản,Quartz,30 mm,Thép - PVD vàng,Thép - PVD vàng,Kính cứng,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
719,7.510.000,FAC08003A0,Orient,Nhật Bản,Automatic,42.5 mm,Thép không gỉ 316L/Mạ PVD,Dây da,Kính cứng,30 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
720,24.880.000,RE-AV0114E00B,Orient,Nhật Bản,Automatic,41 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,100M,"Open heart, dạ quang, kim đo năng lượng",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
721,4.290.000,OP56571DMSK-T,Olym Pianus,Nhật Bản,Quartz (Pin),38 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L / Mạ PVD,Kính Sapphire,30 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
722,5.200.000,SSB325P1,Seiko,Nhật Bản,Quartz,44 mm,Thép không gỉ 316L,Dây cao su,Kính cứng,100 m,"Lịch ngày, Chronograph, dạ quang",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
723,7.130.000,SSC503P1,Seiko,Nhật Bản,Solar,42.8 mm,Thép không gỉ 316L/Mạ PVD,Dây da,Kính khoáng,100 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
724,10.450.000,OG385-032DLW-T,Ogival,Thụy Sỹ,Quartz,26.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,50M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
725,4.100.000,SG8885.1202AT,SRWatch,Nhật Bản,Miyota Automatic,40mm,Thép không gỉ 316L/Mạ vàng PVD,Thép không gỉ 316L/Mạ vàng PVD,Kính cong Sapphire,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
726,5.710.000,C4471/4,Candino,Thuỵ Sĩ,Máy Quartz (Pin),40.5mm,Thép không gỉ 316L/Mạ vàng PVD,Dây da,Kính Sapphire,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
727,2.350.000,F.4.1044.07,Freelook,Pháp,Quartz (Pin),33mm,Thép không gỉ,Thép không gỉ,Kính Cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
728,7.450.000,SG19192.1102,SRWatch,Nhật Bản,Japan Automatic Movement (Máy Cơ),41mm,Thép không gỉ,Thép không gỉ,Kính Sapphire,50m,"Dạ quang, Skeleton",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
729,1.050.000,SG3007.4102CV,SRWatch,Nhật Bản,Quartz (Pin),40mm,Thép không gỉ,Dây da Genuine leather,Kính Sapphire,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
730,4.450.000,SL5009.6602BL,SRWatch,Nhật Bản,Quartz (Máy pin),28 mm x 35 mm,Thép không gỉ/Mạ vàng PVD,Dây da,Kính Sapphire,50m,"Đính đá, kim trôi",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
731,7.510.000,FAC00008W0,Orient,Nhật Bản,Automatic,40.5 mm,Thép không gỉ 316L/Mạ PVD,Dây da,Kính cứng/ Cong,30 m,Lịch ngày.,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
732,4.230.000,F20336/3,,Tây Ban Nha,Quartz,31mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
733,8.690.000,RA-AC0005S10B,Orient,Nhật Bản,Automatic,41 mm,Thép,Thép,Kính cứng,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
734,4.230.000,F20011/3,Festina,Thụy Sỹ,Swiss quartz (Pin),29 mm,Thép không gỉ 316L,Dây da,Kính Sapphire,100 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
735,11.040.000,C4606/2,Candino,Thuỵ Sĩ,Máy Quartz (Pin),41mm,Titanium,Titanium,Kính Sapphire,50m,"Lịch ngày, dạ quang",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
736,7.577.000,NH8390-20H,Citizen,Nhật Bản,Automatic,40.2 mm,Thép không gỉ,Dây da,Kính cứng,50M,"Lịch ngày, lịch thứ, lên cót tay",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
737,3.450.000,FER2700CW0,Orient,Nhật Bản,Automatic,41 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính cứng,50 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
738,7.130.000,SSC501P1,Seiko,Nhật Bản,Solar,"42,8 mm",Thép không gỉ 316L/Mạ PVD,Dây da,Kính khoáng,100 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
739,8.500.000,98M130,Bulova,Hoa Kỳ,Quartz,35 mm,Thép không gỉ,Thép không gỉ,Kính cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,3 năm,Nữ
740,8.300.000,NP4074-52A,Citizen,Nhật Bản,Automatic,40mm,Thép - PVD vàng,Thép - PVD vàng,Kính Sapphire,50,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
741,18.250.000,WZ0011AC,Orient,Nhật Bản,Automatic,39mm,Thép Không Gỉ,Thép Không Gỉ,Kính Sapphire,50m,"Lịch ngày, dạ quang",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
742,2.620.000,F.7.1048.05,Freelook,Pháp,Quartz (Pin),,Thép không gỉ 316L,Thép không gỉ,Kính Cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
743,4.830.000,SXDB39P1,Seiko,Nhật Bản,Quartz,26 mm,Thép,Thép - PVD vàng,Kính Cứng,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
744,2.030.000,F.9.1010.04,Freelook,Pháp,Quartz (Pin),,Thép không gỉ 316L,Dây da,Kính Cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
745,7.900.000,96A188,Bulova,Hoa Kỳ,Quartz,40mm,Thép không gỉ,Thép không gỉ,Kính cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,3 năm,Nam
746,4.150.000,BE9173-07X,Citizen,Nhật Bản,Quartz,39 mm,Thép không gỉ,Dây da,Kính cứng,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
747,7.950.000,NH7510-50A,Citizen,Nhật Bản,Automatic,41mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,100M,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
748,7.510.000,F6847/1,,Tây Ban Nha,Automatic (Cơ),40.8 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Cứng,50M,Open heart,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
749,7.600.000,RA-KA0004L00B,Orient,Nhật Bản,Quartz,34 mm,Thép,Dây da,Kính Sapphire,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
750,3.300.000,FUG1U004V9,Orient,Nhật Bản,Quartz,39.5 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính cứng,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
751,9.050.000,NP1023-17L,Citizen,Nhật Bản,Automatic,40mm,Thép - PVD vàng hồng,Da,Kính Sapphire,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
752,12.100.000,96W202,Bulova,Hoa Kỳ,Quartz,30 mm,Thép không gỉ,Thép không gỉ,Kính cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,3 năm,Nữ
753,10.800.000,EO1164-54A,Citizen,Nhật Bản,Eco-drive,"33,5mm",Thép không gỉ / Mạ PVD,Thép không gỉ / Mạ PVD,Kính Sapphire,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nữ
754,2.890.000,OP5657MSK-T,Olym Pianus,Nhật Bản,Japan movement (Chạy pin),39 mm,Thép không gỉ/Mạ PVD,Thép không gỉ/Mạ PVD,Kính Sapphire,30M,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
755,8.800.000,RA-AA0B04R19B,Orient,Nhật Bản,Automatic,41.7 mm,Thép không gỉ 316L/Mạ vàng PVD,Thép không gỉ 316L,Kính Cứng,50 m,"Lịch ngày, thứ, lên cót tay và dừng kim dây",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
756,8.230.000,OP9908-88AGS-N,Olym Pianus,Nhật Bản,Automatic,40mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,30m,"Lên cót tay, dừng kim giây",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
757,5.350.000,NH8326-02A,Citizen,Nhật Bản,Automatic,42 mm,Thép không gỉ 316L,Dây da,Kính Sapphire,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
758,8.060.000,SSC719P1,Seiko,Nhật Bản,Solar (Năng lượng ánh sáng),43.2 mm,Thép không gỉ,Thép không gỉ,Kính cứng,100 m,"Lịch ngày, Chronograph, Tachymeter",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
759,2.950.000,SG7332.1102,SRWatch,Nhật Bản,Quartz (Pin),39mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L,Kính Sapphire,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
760,10.200.000,BJ7019-62E,Citizen,Nhật Bản,Eco-Drive,"42,5mm",Thép - PVD Ion đen,Thép - PVD Ion đen,Kính cứng chịu lực,200M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
761,2.750.000,SL5002.4606BL,SRWatch,Nhật Bản,Quartz,34mm,Thép không gỉ 316L / Mạ vàng PVD,Dây da,Kính Sapphire,50m,"Lịch ngày, đính đá",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
762,20.060.000,RE-AU0401S00B,Orient,Nhật Bản,Automatic,42 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,50M,"Lịch ngày, dạ quang, kim đo năng lượng",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
763,9.685.000,BM8550-81A,Citizen,Nhật Bản,Eco - Drive,41mm,Thép không gỉ,Thép không gỉ,Kính cứng,100M,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
764,14.080.000,C4708/3,Candino,Thuỵ Sĩ,Máy Automatic (ETA 2824-2),41mm,Thép không gỉ 316L mạ vàng,Dây da,Kính Sapphire,100m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
765,10.800.000,98P180,Bulova,Hoa Kỳ,Quartz,30 mm,Thép không gỉ - Mạ PVD,Thép không gỉ - Mạ PVD,Kính cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,3 năm,Nữ
766,3.710.000,OPA58081GK-T,Olympia Star,Thụy Sỹ,Quartz,42 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính Sapphire,30 m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
767,2.080.000,F.7.1055.01,Freelook,Pháp,Quartz (Pin),35mm,Thép không gỉ 316L,Thép không gỉ,Kính Cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
