,Thương hiệu,Giá tiền,Mã sản phẩm,giới tính,kiểu dáng,loại máy,phong cách,mặt kính,đường kính,chất liệu vỏ,độ dày,chất liệu dây,độ chịu nước,tính năng khác,bảo hành chính hãng,màu mặt,xuất xứ thương hiệu,bảo hành duy anh
954,LONGINES,47.868.300,L3.782.3.06.9,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,43mm,Thép không gỉ mạ vàng công nghệ PVD,11.9mm,Dây cao su,300m,Vành Bezel Ceramic,5 năm quốc tế,Xanh Lá,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
955,DANIEL WELLINGTON,3.850.200,DW00100173,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,32mm,Thép không gỉ mạ vàng công nghệ PVD,6mm,Dây da,30m,"Thương hiệu Thụy Điển, máy Nhật Bản",2 năm quốc tế,Trắng,Thụy Điển,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
956,FREELOOK,1.899.000,F.1.1081.05,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,32mm,Thép không gỉ mạ vàng công nghệ PVD,,Dây da,50m,Vỏ đính đá swarovski,2 năm quốc tế,Đỏ,Pháp,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
957,TISSOT,33.921.000,T006.424.16.053.00,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,39.3mm x 39.3mm,Thép không gỉ 316L,10.2mm,Dây da,30 m,Lịch ngày. Đồng hồ báo tình trạng năng lượng.,2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
958,CANDINO,8.915.000,C4305/D,Nam,Mặt vuông,Automatic (Máy cơ tự động),Sang trọng,Sapphire,38mm,Thép không gỉ 316L,,Dây da,50m,"Lịch ngày, Khoá an toàn núm điều chỉnh.",2 năm quốc tế,Đen,Thụy Sỹ,5 năm lau dầu bảo dưỡng miễn phí
959,FREDERIQUE CONSTANT,53.796.500,FC-710MC4H6,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,42mm x 42mm,Thép không gỉ 316L,12mm,Dây da,50m,Lịch ngày.,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
960,CITIZEN,3.145.000,EU6044-51A,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,29mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,50m,Lịch ngày,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
961,SEIKO,6.957.000,SUR470P1,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Hiện đại,Sapphire,39.4mm,Thép không gỉ mạ vàng công nghệ PVD,7.9mm,Thép không gỉ 316L mạ vàng công nghệ PVD,100m,Lịch ngày.,1 năm quốc tế,Nâu,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
962,DANIEL WELLINGTON,4.446.000,DW00100005-0105DW,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,40mm,Thép không gỉ mạ vàng công nghệ PVD,,Dây dù,30m,"Thương hiệu Thụy Điển, máy Nhật Bản",2 năm quốc tế,Trắng,Thụy Điển,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
963,SEIKO,Liên hệ,SPB241J1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,38mm,Thép không gỉ 316L,12.9mm,Thép không gỉ 316L,200m,"Lịch ngày. Caliber 6R35, 24 chân kính, trữ cót 70h. Sapphire chống lóa.",1 năm quốc tế,Vàng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế).
964,ORIENT,8.406.500,FFM01002B0,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,42mm,Thép không gỉ 316L,13mm,Thép không gỉ 316L,100m,Lịch ngày.,1 năm quốc tế,Đen,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
965,TISSOT,13.545.000,T114.417.11.037.00,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao sang trọng,Sapphire,43mm - 42mm,Thép không gỉ 316L,12mm,Thép không gỉ 316L,200m,Lịch ngày. Chronograph. Tachymetre. EOL (battery end-of-life indicator).,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời
966,FREELOOK,2.403.000,F.8.1060.04,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,28mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,Vỏ đính đá swarovski,2 năm quốc tế,Trắng,Pháp,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
967,ETERNA,104.085.000,7630.41.83.1322,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,42mm,Thép không gỉ 316L,9.8mm,Dây da,50m,Lịch ngày.,2 năm quốc tế,Xanh lam,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
968,LONGINES,55.630.800,L2.310.4.72.0,Nam,Mặt vuông,Automatic (Máy cơ tự động),Sang trọng,Sapphire,36mm,Thép không gỉ 316L,,Dây da,30m,Lịch ngày. Calibre L888.2 (ETA A31.L01),5 năm quốc tế,Trắng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế)
969,ORIENT,15.045.000,RE-DK0002L00B,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,41mm,Thép không gỉ 316L,,Dây da,100m,Phiên bản giới hạn 2000 chiếc. Caliber 40S62 Made in Japan.,2 năm quốc tế,Xanh lam,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
970,SEIKO,4.842.000,SGEH92P1,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Hiện đại,Hardlex Crystal,40.6mm,Thép không gỉ mạ vàng công nghệ PVD,10mm,Thép không gỉ 316L,100m,Lịch ngày,1 năm quốc tế,Vàng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
971,HAMILTON,23.001.000,H42525551,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,42mm,Thép không gỉ mạ vàng công nghệ PVD,,Dây da,50m,"Lịch thứ, Lịch ngày. Caliber H-40, trữ cót 80h. Sapphire chống lóa.",2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
972,DANIEL WELLINGTON,4.140.000,0213DW,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,40mm,Thép không gỉ 316L,,Dây dù,30m,"Thương hiệu Thụy Điển, máy Nhật Bản",2 năm quốc tế,Trắng,Thụy Điển,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
973,MIDO,47.250.000,M8607.3.11.82,Nam,Mặt tròn,Automatic Chronograph (Máy cơ tự động bấm giờ thể thao),Thể thao,Sapphire,42mm,Thép không gỉ mạ vàng công nghệ PVD,13.3mm,Dây da,50m,"Lịch ngày, lịch thứ.",2 năm quốc tế,Trắng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế)
974,TISSOT,14.490.000,T081.420.97.207.00,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,,Thép không gỉ 316L,,Dây cao su,,,,Trắng,,
975,LONGINES,36.225.000,L4.766.2.11.7,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,37mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
976,ROTARY,3.040.000,LB02570/01,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,26.5mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
977,LONGINES,31.482.000,L4.322.2.32.8,Nữ,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,30mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,Lịch ngày,5 năm quốc tế,Vàng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế)
978,ROTARY,5.310.000,LB08002/40,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,27mm,Thép không gỉ mạ vàng công nghệ PVD,4.3mm,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
979,FOSSIL,4.149.000,FS5963,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Hiện đại,Mặt kính cứng,44mm,Thép không gỉ 316L,11.5mm,Dây da,50m,Lịch ngày. Chronograph.,2 năm quốc tế,Xanh Lá,Mỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
980,CITIZEN,16.575.000,EW5493-51W,Nữ,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Thời trang,Sapphire,24.6mm,Thép không gỉ mạ vàng công nghệ PVD,9.4mm,Thép không gỉ 316L dạng lắc,50m,Vở đính 1 viên Kim cương tại vị trí trên 12h. ECO-DRIVE hấp thụ năng lượng từ ánh sáng.,1 năm quốc tế,Hồng,Nhật Bản,
981,LONGINES,37.346.400,L4.961.4.12.6,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,40mm,Thép không gỉ 316L,8.7mm,Thép không gỉ 316L,30m,"Lịch ngày. Caliber L888, 25.200vph, trữ cót 72h.",5 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế).
982,ORIENT,1.887.000,FEM0401TB9,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,36mm,Thép không gỉ 316L,8mm,Thép không gỉ 316L,30 m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Đen,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
983,SEIKO,6.273.000,SSA327K1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Hardlex Crystal,44mm,Thép không gỉ 316L,13mm,Thép không gỉ 316L,100m,,1 năm quốc tế,Xanh lam,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
984,LONGINES,34.254.000,L4.921.2.32.8,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,38.5mm,Thép không gỉ mạ vàng công nghệ PVD,8.3mm,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,"Lịch ngày. Caliber L888, 25.200vph, trữ cót 72h.",5 năm quốc tế,Vàng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
985,SEIKO,2.853.000,SNK617K1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,36mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Đen,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
986,ORIENT,5.168.000,FDB0A002W0,Nữ,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,36mm,Thép không gỉ mạ vàng công nghệ PVD,12.9mm,Dây da,30m,Mặt khảm trai.,1 năm quốc tế,Trắng,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
987,TISSOT,20.475.000,T085.207.22.011.00,Nữ,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,29.5mm - 28.5mm,Thép không gỉ mạ vàng công nghệ PVD,9.15mm,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,Lịch ngày,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
988,OLYM PIANUS,2.934.000,OP2467LK-T,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Sapphire,26mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L dạng lắc,30m,Lịch ngày,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
989,SEIKO,4.450.500,SNE136P1,Nam,Mặt tròn,Quartz Solar (Năng lượng ánh sáng),Sang trọng,Mặt kính cứng,39mm x 39mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,50 m,Lịch ngày.,1 năm quốc tế,Trắng,Nhật Bản,
990,SEIKO,18.634.500,SNP072P1,Nam,Mặt tròn,Kinetic,Thể thao sang trọng,Sapphire,41.5mm,Thép không gỉ 316L,,Thép không gỉ 316L,100m,"Lịch ngày, lịch thứ, lịch tháng. Đồng hồ 24h.",1 năm quốc tế,Trắng,Nhật Bản,
991,CALVIN KLEIN,6.786.000,K2U231C1,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,33mm,Thép không gỉ 316L,8mm,Dây da,30 m,,2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
992,TISSOT,13.527.000,T106.417.36.031.00,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao,Sapphire,42.5mm,Thép không gỉ mạ vàng công nghệ PVD,11.2mm,Dây da,100m,Lịch ngày,2 năm quốc tế,Trắng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời
993,ORIENT,5.380.500,RA-AC0F03B10B,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Mặt kính cứng,41.6mm,Thép không gỉ mạ vàng công nghệ PVD,11.7mm,Dây da,50m,"Lịch ngày. Cal.F6722, 22 chân kính, 21.600vph, trữ cót 40h.",1 năm quốc tế,Đen,Nhật Bản,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
994,HAMILTON,23.188.000,H32705151,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,42mm,Thép không gỉ 316L,11mm,Thép không gỉ 316L,50m,"Open Heart. Caliber H-10, trữ cót 80h.",2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế).
995,CERTINA,20.493.000,C006.407.22.031.00,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,39mm,Thép không gỉ mạ vàng công nghệ PVD,11.98mm,Thép không gỉ 316L mạ vàng công nghệ PVD,100m,"Lịch ngày. Caliber ETA 2824-2, trữ cót 38h.",2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
996,ORIENT,3.323.500,FUW00006W0,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,41mm,Thép không gỉ 316L,11mm,Dây da,50m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
997,HAMILTON,25.619.000,H32605551,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,42mm,Thép không gỉ 316L,11.5mm,Dây da,50m,"Lịch ngày. GMT. Caliber 2893-2, trữ cót 50h.",2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế).
998,ORIENT,2.388.500,SSZ3W001W0,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,27mm,Thép không gỉ 316L,,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,Lịch ngày.,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
999,TISSOT,34.650.000,T090.310.66.116.00,Nữ,Mặt vuông,Quartz (Máy pin - điện tử),Thời trang,Sapphire,31.6mm - 23mm,Thép không gỉ 316L,7.33mm,Dây da,50m,Lịch ngày.,2 năm quốc tế,Khảm trai,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1000,SEIKO,5.814.000,SRPA49K1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Thể thao,Hardlex Crystal,44.5mm,Thép không gỉ 316L,12.8mm,Thép không gỉ 316L,100m,Lịch ngày.,1 năm quốc tế,Trắng,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
1001,CITIZEN,3.910.000,FE6120-86L,Nữ,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Sang trọng,Mặt kính cứng,33.5cm,Thép không gỉ 316L,8mm,Thép không gỉ 316L,50m,ECO-DRIVE hấp thụ năng lượng từ ánh sáng. Lịch ngày,1 năm quốc tế,Xanh lam,Nhật Bản,
1002,TISSOT,12.600.000,T050.217.17.117.00,Nữ,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao sang trọng,Sapphire,35mm,Thép không gỉ 316L,10mm,Dây da,30m,Lịch ngày.,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời
1003,LONGINES,72.450.000,L2.409.4.97.0,Nữ,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,34mm,Thép không gỉ 316L,11.1mm,Dây da,30m,"Lịch ngày. Moonphase. Mặt số đính 12 viên kim cương tổng 0.055 carat. Caliber L899, 25.200vph, trữ cót 72h. Sapphire chống lóa.",5 năm quốc tế,Xanh lam,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
1004,FREDERIQUE CONSTANT,49.997.000,FC-310N4NH6B,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,41mm,Thép không gỉ 316L,,Thép không gỉ 316L,50m,"Caliber FC-310, 26 chân kính, 28.800vph, trữ cót 38h. Tặng kèm dây da cao su.",2 năm quốc tế,Xanh lam,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
1005,CITIZEN,7.412.000,EW1780-51A,Nữ,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Thời trang,Sapphire,31mm x 31mm,Thép không gỉ 316L,8mm,Thép không gỉ 316L,30m,Lịch ngày,1 năm quốc tế,Trắng,Nhật Bản,
1006,TISSOT,13.545.000,T114.417.11.057.00,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao,Sapphire,43mm - 42mm,Thép không gỉ 316L,12mm,Thép không gỉ 316L,200m,Lịch ngày. Chronograph. Tachymetre. EOL (battery end-of-life indicator).,2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời
1007,FREDERIQUE CONSTANT,20.374.500,FC-220NG4S6,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,38.4mm,Thép không gỉ 316L,5mm,Dây da,30m,Lịch ngày,2 năm quốc tế,Đen,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1008,ORIENT,2.626.500,FUG0Q002W6,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,35mm,Thép không gỉ 316L,,Thép không gỉ 316L,100m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1009,LONGINES,59.512.500,L2.320.4.57.2,Nữ,Mặt tròn,Automatic Chronometer (Máy cơ tự động chuẩn COSC),Sang trọng,Sapphire,26mm,Thép không gỉ 316L,10.3mm,Dây da,30m,"Lịch ngày. Mặt số đính 12 viên kim cương tổng 0.034 Carats. Caliber L592.4, 28.800vph, trữ cót 45h. Sapphire chống lóa",5 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
1010,CALVIN KLEIN,7.470.000,K8NY3TK6,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,32mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,,2 năm quốc tế,Trắng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1011,MIDO,20.250.000,M8600.4.13.1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,38mm,Thép không gỉ 316L,9.10mm,Thép không gỉ 316L,50m,Lịch ngày.,2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
1012,SEIKO,4.590.000,SSB143P1,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao,Mặt kính cứng,42mm,Thép không gỉ 316L,12mm,Dây da,100m,Lịch ngày.,1 năm quốc tế,Trắng,Nhật Bản,Thay pin miễn phí trọn đời
1013,ORIENT,5.771.500,FAG02004B0,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,41mm,Thép không gỉ 316L,11.9mm,Dây da,50m,Lộ máy. Self-winding & Hand-winding movement,1 năm quốc tế,Đen,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
1014,CANDINO,6.365.000,C4494/7,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,40mm,Thép không gỉ 316L,,Dây da,50m,Lịch ngày.,2 năm quốc tế,Đen,Thụy Sỹ,5 năm lau dầu bảo dưỡng miễn phí
1015,LONGINES,25.146.000,L4.821.4.12.2,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,34.5mm,Thép không gỉ 316L,7.10mm,Dây da,30m,Lịch Ngày,5 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
1016,HAMILTON,16.736.500,H13519711,Nam,Mặt chữ nhật,Đồng hồ cơ lên giây cót bằng tay ( Manual winding ),Hiện đại,Sapphire,34.5mm - 38mm,Thép không gỉ 316L,11.2mm,Dây da,50m,"Caliber H-50, trữ cót 80h",2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế).
1017,DANIEL WELLINGTON,4.446.000,DW00100270,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,40 mm,Thép không gỉ 316L,6 mm,Dây dù,3 ATM,"Thương hiệu Thụy Điển, máy Nhật Bản",2 năm,Đen,Thụy Điển,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1018,LONGINES,40.105.800,L4.922.1.11.7,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,40mm,Thép không gỉ mạ vàng công nghệ PVD,8.9mm,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,"Lịch ngày. Caliber L888, 25.200vph, trữ cót 72h.",5 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
1019,MIDO,9.306.000,M012.410.22.011.00,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,39mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,50m,Lịch ngày,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1020,FOSSIL,4.149.000,ES5248,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,34mm,Thép không gỉ mạ vàng công nghệ PVD,,Dây da,50m,Mặt xoay 360 độ,2 năm quốc tế,Trắng,Mỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
